catalogue_id,product,company,salt,dosage_form,pack,reference_price,discontinued,search_text
MED0140172,Mepride 4 Tablet,Tas Med India Pvt Ltd,,allopathy,,108.0,False,mepride 4 tablet |  | tas med india pvt ltd | allopathy | 
MED0140173,Mucerin-MG Tablet,Edmund Healthcare,,allopathy,,165.0,False,mucerin-mg tablet |  | edmund healthcare | allopathy | 
MED0140174,M Plus Suspension,H.L Healthcare Pvt Ltd,,allopathy,,48.0,False,m plus suspension |  | h.l healthcare pvt ltd | allopathy | 
MED0140175,Meflo P Syrup,Galpha Laboratories Ltd,,allopathy,,175.0,False,meflo p syrup |  | galpha laboratories ltd | allopathy | 
MED0140176,Montsan L 5mg/10mg Tablet,Vansan Pharmaceuticals Pvt Ltd,,allopathy,,120.0,False,montsan l 5mg/10mg tablet |  | vansan pharmaceuticals pvt ltd | allopathy | 
MED0140177,Mony L Syrup,Trikut Humanities Bio Science Pvt Ltd,,allopathy,,60.0,False,mony l syrup |  | trikut humanities bio science pvt ltd | allopathy | 
MED0140178,Mofix LB 200mg Tablet,Amista Labs Pvt Ltd,,allopathy,,125.0,False,mofix lb 200mg tablet |  | amista labs pvt ltd | allopathy | 
MED0140179,Mecoful G 300mg/500mcg Tablet,Swizing Biosciences,,allopathy,,95.0,False,mecoful g 300mg/500mcg tablet |  | swizing biosciences | allopathy | 
MED0140180,Modoxy 500mg/125mg Tablet,Modron Healthcare,,allopathy,,182.5,False,modoxy 500mg/125mg tablet |  | modron healthcare | allopathy | 
MED0140181,Meferine D 80mg/250mg Tablet,Cablin Healthcare Pvt Ltd,,allopathy,,60.0,False,meferine d 80mg/250mg tablet |  | cablin healthcare pvt ltd | allopathy | 
MED0140182,Moxirun Eye Drop,Avonic Life Sciences,,allopathy,,90.0,False,moxirun eye drop |  | avonic life sciences | allopathy | 
MED0140183,Moxicom LB 500mg/125mg Tablet,Avonic Life Sciences,,allopathy,,140.0,False,moxicom lb 500mg/125mg tablet |  | avonic life sciences | allopathy | 
MED0140184,Mecobyte Injection,Pharmatech India,,allopathy,,49.0,False,mecobyte injection |  | pharmatech india | allopathy | 
MED0140185,Mefodrot 80mg/250mg Tablet,Medikem Pharmaceuticals,,allopathy,,70.0,False,mefodrot 80mg/250mg tablet |  | medikem pharmaceuticals | allopathy | 
MED0140186,Menata 10 Tablet,Care Formulation Labs Pvt Ltd,,allopathy,,150.0,False,menata 10 tablet |  | care formulation labs pvt ltd | allopathy | 
MED0140187,Maxivas 5mg/10mg Tablet,Hauz Pharma Pvt Ltd,,allopathy,,140.0,False,maxivas 5mg/10mg tablet |  | hauz pharma pvt ltd | allopathy | 
MED0140188,Meesol BR 2mg/200mg/8mg Tablet,Meditouch Wellness,,allopathy,,30.0,False,meesol br 2mg/200mg/8mg tablet |  | meditouch wellness | allopathy | 
MED0140189,Meftric P Syrup,Dycott Healthcare,,allopathy,,50.0,False,meftric p syrup |  | dycott healthcare | allopathy | 
MED0140190,Meropace S 1mg/500mg Injection,Leeford Healthcare Ltd,,allopathy,,2200.0,False,meropace s 1mg/500mg injection |  | leeford healthcare ltd | allopathy | 
MED0140191,Migrin D 15mg/20mg Tablet,SBS Biosciences,,allopathy,,75.0,False,migrin d 15mg/20mg tablet |  | sbs biosciences | allopathy | 
MED0140192,Muvel Plus Tablet,Ceras Pharmaceutical,,allopathy,,36.0,False,muvel plus tablet |  | ceras pharmaceutical | allopathy | 
MED0140193,Medol Gel,View Laboratories,,allopathy,,50.0,False,medol gel |  | view laboratories | allopathy | 
MED0140194,Motiwin 10mg Tablet,Maneesh Pharmaceuticals Ltd,,allopathy,,21.39,False,motiwin 10mg tablet |  | maneesh pharmaceuticals ltd | allopathy | 
MED0140195,Moxipal 250mg Capsule,Jagsonpal Pharmaceuticals Ltd,,allopathy,,14.75,False,moxipal 250mg capsule |  | jagsonpal pharmaceuticals ltd | allopathy | 
MED0140196,Moisol Injection,FDC Ltd,,allopathy,,102.41,False,moisol injection |  | fdc ltd | allopathy | 
MED0140197,Monobact 125 mg/62.5 mg Injection,Zuventus Healthcare Ltd,,allopathy,,29.7,False,monobact 125 mg/62.5 mg injection |  | zuventus healthcare ltd | allopathy | 
MED0140198,Misart 40 Tablet,Mission Research Laboratories Pvt Ltd,,allopathy,,60.0,False,misart 40 tablet |  | mission research laboratories pvt ltd | allopathy | 
MED0140199,Medsetron Injection,Medley Pharmaceuticals,,allopathy,,3.03,False,medsetron injection |  | medley pharmaceuticals | allopathy | 
MED0140200,Mazz 200mg/5ml Syrup,Maestro Healthcare Pvt Ltd,,allopathy,,79.23,False,mazz 200mg/5ml syrup |  | maestro healthcare pvt ltd | allopathy | 
MED0140201,Metorate-AM 5mg/50mg Tablet,Zee Laboratories,,allopathy,,72.0,False,metorate-am 5mg/50mg tablet |  | zee laboratories | allopathy | 
MED0140202,Migabus 10mg Tablet,Globus Remedies Ltd,,allopathy,,40.0,False,migabus 10mg tablet |  | globus remedies ltd | allopathy | 
MED0140203,Mefenil 80mg/250mg Tablet DT,Nilrise Pharmaceuticals Pvt Ltd,,allopathy,,50.0,False,mefenil 80mg/250mg tablet dt |  | nilrise pharmaceuticals pvt ltd | allopathy | 
MED0140204,Mefovas-P Oral Suspension,Vibcare Pharma Pvt Ltd,,allopathy,,28.4,False,mefovas-p oral suspension |  | vibcare pharma pvt ltd | allopathy | 
MED0140205,Montego CV 100mg/62.5mg Dry Syrup,Ikon Remedies Pvt Ltd,,allopathy,,149.5,False,montego cv 100mg/62.5mg dry syrup |  | ikon remedies pvt ltd | allopathy | 
MED0140206,Macfix 200mg Tablet,Macro Labs Pvt Ltd,,allopathy,,120.0,False,macfix 200mg tablet |  | macro labs pvt ltd | allopathy | 
MED0140207,Metatrex 7.5mg Tablet,Matias Healthcare Pvt Ltd,,allopathy,,105.0,False,metatrex 7.5mg tablet |  | matias healthcare pvt ltd | allopathy | 
MED0140208,Myconase Cream,Rayon Pharmaceutical,,allopathy,,315.0,False,myconase cream |  | rayon pharmaceutical | allopathy | 
MED0140209,Metoba 0.1% Cream,Obat Medicare Pvt Ltd,,allopathy,,169.0,False,metoba 0.1% cream |  | obat medicare pvt ltd | allopathy | 
MED0140210,Multizox Tablet,Thurs Pharmaceuticals,,allopathy,,40.0,False,multizox tablet |  | thurs pharmaceuticals | allopathy | 
MED0140211,Metzim 1000mg Tablet,Zim Laboratories Limited,,allopathy,,33.0,False,metzim 1000mg tablet |  | zim laboratories limited | allopathy | 
MED0140212,Meflopam P 500mg/325mg Tablet,Pinarc Life Sciences,,allopathy,,48.5,False,meflopam p 500mg/325mg tablet |  | pinarc life sciences | allopathy | 
MED0140213,Moxilis 400mg Tablet,Rowlinges Life Science,,allopathy,,133.0,False,moxilis 400mg tablet |  | rowlinges life science | allopathy | 
MED0140214,Mgflu 150 Tablet,MRG Pharmaceuticals,,allopathy,,12.55,False,mgflu 150 tablet |  | mrg pharmaceuticals | allopathy | 
MED0140215,Markmentin 500mg/125mg Tablet,Elixir Life Care Pvt Ltd,,allopathy,,135.0,False,markmentin 500mg/125mg tablet |  | elixir life care pvt ltd | allopathy | 
MED0140216,Moxifit Dry Syrup,Wunderz Pharmaceuticals,,allopathy,,55.0,False,moxifit dry syrup |  | wunderz pharmaceuticals | allopathy | 
MED0140217,Mexes-AM 5mg/50mg Tablet XL,Aamorb Pharmaceuticals Pvt Ltd,,allopathy,,69.6,False,mexes-am 5mg/50mg tablet xl |  | aamorb pharmaceuticals pvt ltd | allopathy | 
MED0140218,Mpsit 4mg Tablet,Aamorb Pharmaceuticals Pvt Ltd,,allopathy,,44.9,False,mpsit 4mg tablet |  | aamorb pharmaceuticals pvt ltd | allopathy | 
MED0140219,Macgyl Syrup,Staneil Pharma,,allopathy,,50.0,False,macgyl syrup |  | staneil pharma | allopathy | 
MED0140220,Mecostal-CT 500mg/1500mcg Tablet,Stallion Laboratories Pvt Ltd,,allopathy,,440.0,False,mecostal-ct 500mg/1500mcg tablet |  | stallion laboratories pvt ltd | allopathy | 
MED0140221,Melfalax 50mg Injection,GLS Pharma Ltd.,,allopathy,,2500.0,False,melfalax 50mg injection |  | gls pharma ltd. | allopathy | 
MED0140222,Moxiclip Forte Dry Syrup,Viribus Healthcare,,allopathy,,126.0,False,moxiclip forte dry syrup |  | viribus healthcare | allopathy | 
MED0140223,Magatop OD 30mg/40mg Capsule SR,Magus Medicare,,allopathy,,95.7,False,magatop od 30mg/40mg capsule sr |  | magus medicare | allopathy | 
MED0140224,Moxitec-CV LB Tablet,Saffron Medicare Pvt Ltd,,allopathy,,145.0,False,moxitec-cv lb tablet |  | saffron medicare pvt ltd | allopathy | 
MED0140225,Megphylle 400mg Tablet,Ridhima Biocare,,allopathy,,72.0,False,megphylle 400mg tablet |  | ridhima biocare | allopathy | 
MED0140226,Megout 80mg Tablet,Ridhima Biocare,,allopathy,,159.0,False,megout 80mg tablet |  | ridhima biocare | allopathy | 
MED0140227,Moderna Vaccine,"ModernaTX, Inc",,allopathy,,0.0,False,"moderna vaccine |  | modernatx, inc | allopathy | "
MED0140228,Medoel 10mg Tablet,Aelius Lifesciences Llp,,allopathy,,56.0,False,medoel 10mg tablet |  | aelius lifesciences llp | allopathy | 
MED0140229,Miraj 1000mg Injection,Knoll Pharmaceuticals Ltd,,allopathy,,2750.0,False,miraj 1000mg injection |  | knoll pharmaceuticals ltd | allopathy | 
MED0140230,Mobrine OD 30mg Capsule,Sun Pharmaceutical Industries Ltd,,allopathy,,210.0,False,mobrine od 30mg capsule |  | sun pharmaceutical industries ltd | allopathy | 
MED0140231,Mirafast 25mg Tablet,Future Pharma Pvt Ltd,,allopathy,,215.0,False,mirafast 25mg tablet |  | future pharma pvt ltd | allopathy | 
MED0140232,Metsave-XL 50 Tablet,Daxin Pharmaceutical Pvt Ltd,,allopathy,,74.5,False,metsave-xl 50 tablet |  | daxin pharmaceutical pvt ltd | allopathy | 
MED0140233,Mycotuf C 250mg Tablet,Cadila Pharmaceuticals Ltd,,allopathy,,474.32,False,mycotuf c 250mg tablet |  | cadila pharmaceuticals ltd | allopathy | 
MED0140234,Mycoforce 360mg Tablet,Ipca Laboratories Ltd,,allopathy,,500.0,True,mycoforce 360mg tablet |  | ipca laboratories ltd | allopathy | 
MED0140235,Manso 30mg Capsule,Mercury Laboratories Ltd,,allopathy,,45.0,False,manso 30mg capsule |  | mercury laboratories ltd | allopathy | 
MED0140236,Monotax XP 500mg/62.5mg Injection,Biochem Pharmaceutical Industries,,allopathy,,93.7,False,monotax xp 500mg/62.5mg injection |  | biochem pharmaceutical industries | allopathy | 
MED0140237,Met-GL 1mg Tablet SR,West-Coast Pharmaceutical Works Ltd,,allopathy,,30.18,False,met-gl 1mg tablet sr |  | west-coast pharmaceutical works ltd | allopathy | 
MED0140238,Mezalog 300mg Tablet,La Pharmaceuticals,,allopathy,,82.5,False,mezalog 300mg tablet |  | la pharmaceuticals | allopathy | 
MED0140239,Merotec 2000mg Injection,Zuventus Healthcare Ltd,,allopathy,,1483.65,False,merotec 2000mg injection |  | zuventus healthcare ltd | allopathy | 
MED0140240,Maphyl 2mg Tablet,KC Laboratories,,allopathy,,15.06,False,maphyl 2mg tablet |  | kc laboratories | allopathy | 
MED0140241,Meromax 500mg Injection,Scott Edil Pharmacia Ltd,,allopathy,,290.0,False,meromax 500mg injection |  | scott edil pharmacia ltd | allopathy | 
MED0140242,Metflu 0.5mg/10mg Tablet,Beekay Pharmaceuticals,,allopathy,,24.5,False,metflu 0.5mg/10mg tablet |  | beekay pharmaceuticals | allopathy | 
MED0140243,Mefrid D 20mg/250mg Tablet,Riyadh Pharmaceutical,,allopathy,,24.0,False,mefrid d 20mg/250mg tablet |  | riyadh pharmaceutical | allopathy | 
MED0140244,Metolix 50mg Tablet,Elixir Life Care Pvt Ltd,,allopathy,,53.0,False,metolix 50mg tablet |  | elixir life care pvt ltd | allopathy | 
MED0140245,Mucare 600mg Tablet,Vhb Life Sciences Inc,,allopathy,,160.0,False,mucare 600mg tablet |  | vhb life sciences inc | allopathy | 
MED0140246,Moxitrix B Eye Drop,Axis Life Science Pvt Ltd,,allopathy,,90.0,False,moxitrix b eye drop |  | axis life science pvt ltd | allopathy | 
MED0140247,Maxrene 50mg Tablet,Maxlive Pharmaceuticals Pvt Ltd,,allopathy,,155.0,False,maxrene 50mg tablet |  | maxlive pharmaceuticals pvt ltd | allopathy | 
MED0140248,Mob 50mg/100mg/500mg Tablet,Mits Healthcare Pvt Ltd,,allopathy,,16.0,False,mob 50mg/100mg/500mg tablet |  | mits healthcare pvt ltd | allopathy | 
MED0140249,Medigesic Plus Tablet,Osho Laboratories (P) Ltd,,allopathy,,13.2,False,medigesic plus tablet |  | osho laboratories (p) ltd | allopathy | 
MED0140250,Malano 0.3mg Injection,SPM Drugs Pvt Ltd,,allopathy,,8.8,False,malano 0.3mg injection |  | spm drugs pvt ltd | allopathy | 
MED0140251,Mecolo P 750mcg/75mg Injection,Novique Life Sciences,,allopathy,,125.0,False,mecolo p 750mcg/75mg injection |  | novique life sciences | allopathy | 
MED0140252,Moxigreat 0.5% Ophthalmic Solution,Janus Biotech,,allopathy,,99.9,False,moxigreat 0.5% ophthalmic solution |  | janus biotech | allopathy | 
MED0140253,Mylone F Oral Suspension,Perk Pharmaceuticals Ltd,,allopathy,,16.0,False,mylone f oral suspension |  | perk pharmaceuticals ltd | allopathy | 
MED0140254,Myorate 100mg Tablet,Mancop Remedies,,allopathy,,27.0,False,myorate 100mg tablet |  | mancop remedies | allopathy | 
MED0140255,Mymin Plus Injection,Sun Life Sciences Pvt Ltd,,allopathy,,85.0,False,mymin plus injection |  | sun life sciences pvt ltd | allopathy | 
MED0140256,Mahaflam P 100mg/325mg Tablet,Bioncare Pharma,,allopathy,,39.95,False,mahaflam p 100mg/325mg tablet |  | bioncare pharma | allopathy | 
MED0140257,Mefolin P Oral Suspension,Medcure Pharma,,allopathy,,46.5,False,mefolin p oral suspension |  | medcure pharma | allopathy | 
MED0140258,Micoside 500mg Tablet,Genesis Biotech Inc,,allopathy,,250.0,False,micoside 500mg tablet |  | genesis biotech inc | allopathy | 
MED0140259,Mexfib BR Tablet,Fibovil Pharmaceuticals Pvt Ltd,,allopathy,,185.0,False,mexfib br tablet |  | fibovil pharmaceuticals pvt ltd | allopathy | 
MED0140260,Moxymil CV 625 Tablet,Medipha India Laboratories,,allopathy,,188.0,False,moxymil cv 625 tablet |  | medipha india laboratories | allopathy | 
MED0140261,Mindcure Plus Tablet,Vanprom Lifesciences Pvt Ltd,,allopathy,,92.51,False,mindcure plus tablet |  | vanprom lifesciences pvt ltd | allopathy | 
MED0140262,Mecoviz 1500mcg Injection,Medivista Lifesciences Pvt. Ltd.,,allopathy,,49.0,False,mecoviz 1500mcg injection |  | medivista lifesciences pvt. ltd. | allopathy | 
MED0140263,Moxilink C Forte Dry Syrup,Lincoln Pharmaceuticals Ltd,,allopathy,,133.0,False,moxilink c forte dry syrup |  | lincoln pharmaceuticals ltd | allopathy | 
MED0140264,Metafor GP 1mg/500mg/15mg Tablet,Meridian Medicare Ltd,,allopathy,,57.0,False,metafor gp 1mg/500mg/15mg tablet |  | meridian medicare ltd | allopathy | 
MED0140265,Metlyco Plus Injection,Medishri Healthcare,,allopathy,,65.0,False,metlyco plus injection |  | medishri healthcare | allopathy | 
MED0140266,Mexapan 40mg Tablet,Medhexa Pharma,,allopathy,,60.0,False,mexapan 40mg tablet |  | medhexa pharma | allopathy | 
MED0140267,Mevenz Tablet,Meliorate Pharmaceutical Pvt Ltd,,allopathy,,149.0,False,mevenz tablet |  | meliorate pharmaceutical pvt ltd | allopathy | 
MED0140268,Moxstar 625 Tablet,Enine Remedies Pvt Ltd,,allopathy,,223.0,False,moxstar 625 tablet |  | enine remedies pvt ltd | allopathy | 
MED0140269,Mythmark-Plus Injection,Indmark Biotech Private Limited,,allopathy,,68.0,False,mythmark-plus injection |  | indmark biotech private limited | allopathy | 
MED0140270,Modalift 200mg Tablet,Ryon Pharma,,allopathy,,154.0,False,modalift 200mg tablet |  | ryon pharma | allopathy | 
MED0140271,Montiz-FX Tablet,Anista Healthcare,,allopathy,,199.0,False,montiz-fx tablet |  | anista healthcare | allopathy | 
MED0140272,Malatrit-E 150mg Injection,Abbott,,allopathy,,71.63,False,malatrit-e 150mg injection |  | abbott | allopathy | 
MED0140273,Metica 500mg Tablet,Abbott,,allopathy,,8.71,True,metica 500mg tablet |  | abbott | allopathy | 
MED0140274,Merigel A Syrup,Ind Swift Laboratories Ltd,,allopathy,,59.0,False,merigel a syrup |  | ind swift laboratories ltd | allopathy | 
MED0140275,Magnate D Suspension,Eskag Pharma Pvt Ltd,,allopathy,,117.0,False,magnate d suspension |  | eskag pharma pvt ltd | allopathy | 
MED0140276,Mepzol P 40mg Tablet,Dial Pharmaceuticals Pvt Ltd,,allopathy,,45.0,False,mepzol p 40mg tablet |  | dial pharmaceuticals pvt ltd | allopathy | 
MED0140277,Megaplat 100mg Injection,Alkem Laboratories Ltd,,allopathy,,4293.0,False,megaplat 100mg injection |  | alkem laboratories ltd | allopathy | 
MED0140278,Merocare 1000mg Injection,Biosena Lifescience,,allopathy,,2356.0,False,merocare 1000mg injection |  | biosena lifescience | allopathy | 
MED0140279,Meftaris Tablet,Eris Lifesciences Ltd,,allopathy,,187.0,True,meftaris tablet |  | eris lifesciences ltd | allopathy | 
MED0140280,M Zap 30mg Tablet,Reliance Formulation Pvt Ltd,,allopathy,,115.0,False,m zap 30mg tablet |  | reliance formulation pvt ltd | allopathy | 
MED0140281,Micropan-DSR 30mg/40mg Capsule,Micro Organics Pharmaceuticals India Pvt Ltd,,allopathy,,75.0,False,micropan-dsr 30mg/40mg capsule |  | micro organics pharmaceuticals india pvt ltd | allopathy | 
MED0140282,Meritrip DS Tablet,Merion Care,,allopathy,,450.0,False,meritrip ds tablet |  | merion care | allopathy | 
MED0140283,Mucoreg 100mg Capsule,Acekinetics Healthcare Pvt Ltd,,allopathy,,55.0,False,mucoreg 100mg capsule |  | acekinetics healthcare pvt ltd | allopathy | 
MED0140284,Moldic-MR Tablet,Asterisk Laboratories India Pvt Ltd,,allopathy,,63.9,False,moldic-mr tablet |  | asterisk laboratories india pvt ltd | allopathy | 
MED0140285,Movin MR 250mg/50mg/325mg Tablet,Sun Life Sciences Pvt Ltd,,allopathy,,50.0,False,movin mr 250mg/50mg/325mg tablet |  | sun life sciences pvt ltd | allopathy | 
MED0140286,Mecobac P 750mcg/75mg Tablet,Alpic Biotech Ltd,,allopathy,,160.0,False,mecobac p 750mcg/75mg tablet |  | alpic biotech ltd | allopathy | 
MED0140287,Megapod CV 100mg/62.5mg Tablet,Macwell Pharmaceuticals,,allopathy,,96.0,False,megapod cv 100mg/62.5mg tablet |  | macwell pharmaceuticals | allopathy | 
MED0140288,Mcyl Tablet,Parry Pharma Pvt Ltd,,allopathy,,19.0,False,mcyl tablet |  | parry pharma pvt ltd | allopathy | 
MED0140289,Moxicon CV Dry Syrup,Unicon Life Sciences,,allopathy,,59.47,False,moxicon cv dry syrup |  | unicon life sciences | allopathy | 
MED0140290,Mefcolic 10mg/250mg Tablet,Green Cross Remedies,,allopathy,,29.7,False,mefcolic 10mg/250mg tablet |  | green cross remedies | allopathy | 
MED0140291,Myvert 16mg Tablet,Medburg Medical Products Pvt Ltd,,allopathy,,79.0,False,myvert 16mg tablet |  | medburg medical products pvt ltd | allopathy | 
MED0140292,Montely LC 5mg/10mg Tablet,Safe U Pharmaceuticals,,allopathy,,99.0,False,montely lc 5mg/10mg tablet |  | safe u pharmaceuticals | allopathy | 
MED0140293,Montenov-L Syrup,Brostin Seizz Biocare,,allopathy,,60.0,False,montenov-l syrup |  | brostin seizz biocare | allopathy | 
MED0140294,Modgal 0.25mg Tablet,Numark Ltd,,allopathy,,16.0,False,modgal 0.25mg tablet |  | numark ltd | allopathy | 
MED0140295,Moxiblue 250mg Capsule,Bluewaterresearch,,allopathy,,37.0,False,moxiblue 250mg capsule |  | bluewaterresearch | allopathy | 
MED0140296,Migace 200mg Tablet SR,Novalab Healthcare Pvt Ltd,,allopathy,,65.0,False,migace 200mg tablet sr |  | novalab healthcare pvt ltd | allopathy | 
MED0140297,Myset R 4mg/150mg Tablet,Captab Biotec,,allopathy,,30.0,False,myset r 4mg/150mg tablet |  | captab biotec | allopathy | 
MED0140298,Meftastar-DS Oral Suspension,Medishri Healthcare,,allopathy,,50.0,False,meftastar-ds oral suspension |  | medishri healthcare | allopathy | 
MED0140299,Mucophen Plus Syrup,Bonsai Pharma,,allopathy,,54.0,False,mucophen plus syrup |  | bonsai pharma | allopathy | 
MED0140300,M Ziron 25mg Tablet,Maitri Healthcare Pvt Ltd,,allopathy,,12.5,False,m ziron 25mg tablet |  | maitri healthcare pvt ltd | allopathy | 
MED0140301,Mobiwok 8mg Tablet,Wockhardt Ltd,,allopathy,,171.59,False,mobiwok 8mg tablet |  | wockhardt ltd | allopathy | 
MED0140302,Methyq-G Tablet,Care Formulation Labs Pvt Ltd,,allopathy,,135.0,False,methyq-g tablet |  | care formulation labs pvt ltd | allopathy | 
MED0140303,M Zole 400mg Tablet,Aanika Pharma,,allopathy,,11.81,False,m zole 400mg tablet |  | aanika pharma | allopathy | 
MED0140304,Monit 10mg Tablet,Intas Pharmaceuticals Ltd,,allopathy,,32.25,False,monit 10mg tablet |  | intas pharmaceuticals ltd | allopathy | 
MED0140305,Medalert DS Syrup,Medg Pharma,,allopathy,,65.0,False,medalert ds syrup |  | medg pharma | allopathy | 
MED0140306,Mont-LC Kid Tablet DT,West-Coast Pharmaceutical Works Ltd,,allopathy,,45.0,False,mont-lc kid tablet dt |  | west-coast pharmaceutical works ltd | allopathy | 
MED0140307,Miflox OZ 200mg/500mg Tablet,Indian Drug Distributors Private Limited,,allopathy,,135.0,False,miflox oz 200mg/500mg tablet |  | indian drug distributors private limited | allopathy | 
MED0140308,Mupi 2% Ointment,M2H Pharmaceuticals,,allopathy,,95.0,False,mupi 2% ointment |  | m2h pharmaceuticals | allopathy | 
